timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1760369195837,1749,Take a vote,200,OK,Thread Group 1-30,text,false,"Value in json path '$.tally' expected to be '{""14499.75"": 3}', but found '{""14499.75"":2,""-1399.98"":1}'",1123,329,67,67,http://localhost:9000/invoice/calculate,,1749,UTF-8,1,1,santiago-ThinkPad-E14-Gen-5,0,1
1760369195807,1778,Take a vote,200,OK,Thread Group 1-27,text,true,,1110,329,70,70,http://localhost:9000/invoice/calculate,,1778,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195957,1658,Take a vote,200,OK,Thread Group 1-42,text,true,,1110,329,64,64,http://localhost:9000/invoice/calculate,,1658,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195938,1679,Take a vote,200,OK,Thread Group 1-40,text,true,,1110,329,63,63,http://localhost:9000/invoice/calculate,,1679,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195967,1653,Take a vote,200,OK,Thread Group 1-43,text,true,,1110,329,62,62,http://localhost:9000/invoice/calculate,,1653,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195948,1675,Take a vote,200,OK,Thread Group 1-41,text,true,,1110,329,61,61,http://localhost:9000/invoice/calculate,,1675,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195928,1697,Take a vote,200,OK,Thread Group 1-39,text,true,,1110,329,60,60,http://localhost:9000/invoice/calculate,,1697,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,0
1760369195978,1649,Take a vote,200,OK,Thread Group 1-44,text,true,,1110,329,59,59,http://localhost:9000/invoice/calculate,,1649,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195868,1760,Take a vote,200,OK,Thread Group 1-33,text,true,,1110,329,59,59,http://localhost:9000/invoice/calculate,,1760,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195907,1721,Take a vote,200,OK,Thread Group 1-37,text,true,,1110,329,58,58,http://localhost:9000/invoice/calculate,,1721,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369195988,1653,Take a vote,200,OK,Thread Group 1-45,text,true,,1110,329,56,56,http://localhost:9000/invoice/calculate,,1653,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196107,1606,Take a vote,200,OK,Thread Group 1-57,text,true,,1110,329,55,55,http://localhost:9000/invoice/calculate,,1606,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196028,1696,Take a vote,200,OK,Thread Group 1-49,text,true,,1110,329,54,54,http://localhost:9000/invoice/calculate,,1696,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,2
